type_label,type_start,type_end,subtype,title_de,description_de,title_en,part,division,subsection,group_label,group_title,grundtvig_no,grimm_no,page
1245,1245,1245,,Das Licht wird in Säcken in das fensterlose Haus getragen,das ganze Haus wird niedergerissen.,The light is carried into the windowless house in sacks,III. Schwänke,,Schildbürgerschwänke,,,,,47
1246,1246,1246,,Äxte weggeworfen,"der erste lässt seine Axt fallen, die anderen werfen ihre Äxte an dieselbe Stelle. align=""right"" valign=""top"" |",The axes thrown away,III. Schwänke,,Schildbürgerschwänke,,,,,47
1247,1247,1247,,Der Mann steckt den Kopf in das Loch des Mühlsteines,rollt in den See.,The man sticks his head into the hole of the millstone,III. Schwänke,,Schildbürgerschwänke,,,,,48
1260,1260,1260,,Das Grützekochen im Eisloche,"alle hintereinander springen hinein, um von der Grütze zu kosten.",Cooking porridge in the ice-hole,III. Schwänke,,Schildbürgerschwänke,,,,,48
1261,1261,1261,,Das Schlachten des Ochsen,schon Abends werden die Füsse abgehackt.,Slaughtering the ox,III. Schwänke,,Schildbürgerschwänke,,,,,48
1262,1262,1262,,Das Braten des Fleisches,"das Feuer ist am einen, das Fleisch am andern Ufer des Sees.",Roasting the meat,III. Schwänke,,Schildbürgerschwänke,,,,,48
1263,1263,1263,,Das Grützeessen in verschiedenen Zimmern,"die Grütze im einen, die Milch im anderen Zimmer.",Eating porridge in different rooms,III. Schwänke,,Schildbürgerschwänke,,,,,48
1270,1270,1270,,Die Verfertigung des Lichtes,es wird zum Trocknen in den Ofen gelegt.,Making the candle,III. Schwänke,,Schildbürgerschwänke,,,,,48
1275,1275,1275,,Die Schlitten werden nach der Wegrichtung gewendet,in der Nacht von einem Spassvogel umgedreht.,The sledges turned in the direction of the road,III. Schwänke,,Schildbürgerschwänke,,,,,48
1276,1276,1276,,"Das Rudern, ohne vorwärts zu kommen","das eine Weib rudert nach der einen, das andere nach der anderen Richtung; oder das Rudern im festgebundenen Bote.",Rowing without going forward,III. Schwänke,,Schildbürgerschwänke,,,,,48
1277,1277,1277,,Das Bot wird ermüdet,Wettrudern auf der Fahrt zur Kirche.,The boat is tired out,III. Schwänke,,Schildbürgerschwänke,,,,,48
1278,1278,1278,,Die Glocke (oder dergl.) fällt ins Meer,am Bote wird ein Zeichen gemacht.,The bell (or the like) falls into the sea,III. Schwänke,,Schildbürgerschwänke,,,,,48
1279,1279,1279,,Von der Nadel geschützt,bei Unwetter auf der See.,Protected by the needle,III. Schwänke,,Schildbürgerschwänke,,,,,48
1280,1280,1280,,Eine Nadel (u. a.) fällt auf das Eis,man sucht sie im folgenden Sommer.,A needle (and the like) falls onto the ice,III. Schwänke,,Schildbürgerschwänke,,,,,48
1281,1281,1281,,Das unbekannte Tier,"die Katze (Eule) wird gekauft; frisst viele Mäuse; um sie zu töten, steckt man das Haus in Brand (vgl. No. 1651) (Grimm No. 70, 174).",The unknown animal,III. Schwänke,,Schildbürgerschwänke,,,,"70, 174",48
1285,1285,1285,,Das Anziehen des Hemdes,"das Hemd ist oben zugenäht; man schlägt auf den Kopf des Anziehenden, um ein Loch in das Hemd zu bekommen.",Putting on the shirt,III. Schwänke,,Schildbürgerschwänke,,,,,48
1286,1286,1286,,Das Springen in die Hosen,". align=""right"" valign=""top"" |",Jumping into the breeches,III. Schwänke,,Schildbürgerschwänke,,,,,48
1287,1287,1287,,Die Schildbürger können ihre eigene Anzahl nicht ausrechnen,.,The Gothamites cannot count their own number,III. Schwänke,,Schildbürgerschwänke,,,,,49
1288,1288,1288,,Die Schildbürger finden ihre eigenen Beine nicht,ein Fremder hilft mit der Peitsche.,The Gothamites cannot find their own legs,III. Schwänke,,Schildbürgerschwänke,,,,,49
1289,1289,1289,,Jeder will in der Mitte schlafen,.,Each wants to sleep in the middle,III. Schwänke,,Schildbürgerschwänke,,,,,49
1290,1290,1290,,Das Schwimmen im Flachsfelde,.,Swimming in the flax field,III. Schwänke,,Schildbürgerschwänke,,,,,49
1291,1291,1291,,Der eine Käse soll den anderen zurückholen,"die Frau beschmiert die Fahrgleise des Weges mit Butter; ein Käse entfällt ihr und rollt den Abhang hinunter, sie wirft den anderen nach, damit er den ersten zurückhole (Grimm No. 59).",One cheese is to fetch the other back,III. Schwänke,,Schildbürgerschwänke,,,,59,49
1310,1310,1310,,Der Krebs als Schneider,soll ertränkt werden.,The crayfish as tailor,III. Schwänke,,Schildbürgerschwänke,,,,,49
1311,1311,1311,,Der Wolf wird für ein Füllen gehalten,hat das Pferd gefressen.,The wolf taken for a foal,III. Schwänke,,Schildbürgerschwänke,,,,,49
1312,1312,1312,,Der Bär wird für einen Hund gehalten,.,The bear taken for a dog,III. Schwänke,,Schildbürgerschwänke,,,,,49
1313,1313,1313,,"Der Mann, der sich selbst für tot hält",lässt die Leiche Brot essen.,The man who thinks himself dead,III. Schwänke,,Schildbürgerschwänke,,,,,49
1314,1314,1314,,Das Butterfass wird für den Tod gehalten,sie schlagen es entzwei.,The butter-churn taken for Death,III. Schwänke,,Schildbürgerschwänke,,,,,49
1315,1315,1315,,Der grosse Baum wird für eine Schlange gehalten,mit Flinten und Spiessen getötet.,The big tree taken for a snake,III. Schwänke,,Schildbürgerschwänke,,,,,49
1320,1320,1320,,Der Atemhauch in der Kälte wird für Tabakrauch gehalten,.,Breath in the cold taken for tobacco smoke,III. Schwänke,,Schildbürgerschwänke,,,,,49
1330,1330,1330,,Das Löschen des brennenden Botes,"die Leute rudern ans Land und holen Wasser aus einer Quelle, um zu löschen.",Putting out the burning boat,III. Schwänke,,Schildbürgerschwänke,,,,,49
1350,1350,1350,,Die liebevolle Gattin,"der Mann stellt sich tot; die Frau ist gleich bereit, den Überbringer der Nachricht zum Manne zu nehmen (Gg No. 102).",The loving wife,III. Schwänke,,Schwänke von Eheparen,,,102,,49
1351,1351,1351,,Wer zuerst spricht?,"Mann und Frau wetten; der Schuster bringt Schuhe, fasst die Frau bei der Hand; der Mann wird eifersüchtig und schilt; hat die Wette verloren. align=""right"" valign=""top"" |",Who speaks first?,III. Schwänke,,Schwänke von Eheparen,,,,,49
1360,1360,1360,,Der Mann im Dachgebälk versteckt (vgl. No. 1776),,The man hidden in the roof-beams,III. Schwänke,,Schwänke von Eheparen,,,,,50
1360 A,1360,1360,A,,Flucht des Mannes aus seinem Hause.,,III. Schwänke,,Schwänke von Eheparen,,,,,50
1360 B,1360,1360,B,,"Flucht der Frau und des Liebhabers aus der Scheune; der Mann kommt in dasselbe Haus; Gastmahl, bei dem die Begebenheit als Märchen erzählt wird.",,III. Schwänke,,Schwänke von Eheparen,,,,,50
1365,1365,1365,,Das widerspenstige Weib,,The obstinate wife,III. Schwänke,,Schwänke von Eheparen,,,,,50
1365 A,1365,1365,A,,Fällt in einen Fluss; der Mann sucht die Ertrunkene stromaufwärts.,,III. Schwänke,,Schwänke von Eheparen,,,,,50
1365 B,1365,1365,B,,Mit der Schere oder mit dem Messer geschnitten?; der Mann taucht die Frau ins Wasser; sie macht mit dem Finger die Bewegung des Schneidens mit der Schere.,,III. Schwänke,,Schwänke von Eheparen,,,,,50
1365 C,1365,1365,C,,Die Frau schimpft den Mann einen Lausekerl (Forts. ähnlich wie B).,,III. Schwänke,,Schwänke von Eheparen,,,,,50
1370,1370,1370,,Die faule Frau,"die Katze soll Schläge bekommen, weil sie nicht gearbeitet hat; die Frau muss sie dabei halten und wird von ihr zerkratzt.",The lazy wife,III. Schwänke,,Schwänke von Eheparen,,,,,50
1380,1380,1380,,Die treulose Gattin,"befragt Gott, wie sie ihres Mannes ledig werden kann; der Mann verkündet ihr aus dem Verstecke (Baum), dass sie ihren Mann blind machen könne, indem sie ihm Milchbrei zu essen gäbe; der Mann stellt sich blind und erschlägt die Liebhaber; die Leichen in den Fluss geworfen.",The faithless wife,III. Schwänke,,Schwänke von Eheparen,1380–1404,Die einfältige Frau und ihr Mann,,,50
1381,1381,1381,,Der gefundene Schatz und das geschwätzige Weib,der Auerhahn im Fischnetz und der Fisch in der Schlinge; die Frau unter der Badewanne (des angeblichen Krieges wegen); die Frau wird für verrückt gehalten und der Mann kann seinen Schatz behalten (Gg No. 106).,The found treasure and the talkative wife,III. Schwänke,,Schwänke von Eheparen,1380–1404,Die einfältige Frau und ihr Mann,106,,50
1382,1382,1382,,Die Bäuerin auf dem Markt,der Verkauf der Kuh; die Frau wird betrunken gemacht oder soll ein Pfand geben (vgl. No. 1385); kennt sich selbst nicht mehr (vgl. No. 1383); der Mann angelt auf der Strasse und ermittelt so den Käufer der Kuh (Gg No. 107).,The peasant woman at the market,III. Schwänke,,Schwänke von Eheparen,1380–1404,Die einfältige Frau und ihr Mann,107,,50
1383,1383,1383,,Die Frau kennt sich selbst nicht,"in Teer und Federn u. s. w.; der Hund erkennt sie nicht (vgl. No. 1382, 1681) (Grimm No. 34, 59, Gg No. 107). [„Was hätte ich sagen (tun) sollen?“, siehe No. 1696].",The woman does not know herself,III. Schwänke,,Schwänke von Eheparen,1380–1404,Die einfältige Frau und ihr Mann,107,"34, 59, Gg No",51
1384,1384,1384,,"Der Mann sucht drei Menschen, die ebenso dumm sind wie seine Frau","die kluge Else (vgl. No. 1450); das Pfand der einfältigen Frau (vgl. No. 1385) u. a.; der Mann findet drei ebenso dumme (der Schüler aus dem Paradiese, vgl. No. 1540) (Grimm No. 104).",The man seeks three people as stupid as his wife,III. Schwänke,,Schwänke von Eheparen,1380–1404,Die einfältige Frau und ihr Mann,,104,51
1385,1385,1385,,Das Pfand der einfältigen Frau,"die Frau verkauft Kühe; behält eine derselben als Pfand für die nicht gezahlte Kaufsumme (vgl. No.1382, 1384) (Grimm No. 104).",The foolish wife's pawn,III. Schwänke,,Schwänke von Eheparen,1380–1404,Die einfältige Frau und ihr Mann,,104,51
1386,1386,1386,,Das Fleisch als Zutat zum Kohl,"die Frau steckt Fleischstücke zu dem Kohl, der auf dem Felde wächst (Grimm No. 59, Anm., Gg 105).",Meat as garnish for the cabbage,III. Schwänke,,Schwänke von Eheparen,1380–1404,Die einfältige Frau und ihr Mann,,"59, Anm",51
1387,1387,1387,,Die Frau will Bier holen,"während sie den Hund verfolgt, läuft das Bier im Keller aus (vgl. No. 1408); sie streut Mehl darüber (Grimm No. 59, Gg No. 105). [Die Tür soll bewacht werden, siehe No. 1653 A].",The wife goes to fetch beer,III. Schwänke,,Schwänke von Eheparen,1380–1404,Die einfältige Frau und ihr Mann,105,"59, Gg No",51
1405,1405,1405,,Die faule Spinnerin,"die Frau ruft im Gebüsch versteckt ihrem Holz hackenden Manne zu: „wer Haspelholz haut, der stirbt, wer da haspelt, der verdirbt“; der Mann wird ängstlich, hält sie nicht mehr zum Haspeln an; beim Garnkochen legt sie Werg in den Kessel, macht dem Manne weis, dass durch seine Unachtsamkeit das Garn in Werg verwandelt worden sei; er spricht nun nicht mehr vom Spinnen (Grimm No. 128).",The lazy spinner,III. Schwänke,,Schwänke von Eheparen,1405–1429,Der einfältige Mann und seine Frau,,128,51
1406,1406,1406,,Die lustigen Frauen wetten,"welche am besten ihren Mann foppen kann; eine macht ihrem Manne weis, er sei gestorben u. s. w. (Gg No. 103).",The merry wives make a wager,III. Schwänke,,Schwänke von Eheparen,1405–1429,Der einfältige Mann und seine Frau,103,,51
1407,1407,1407,,Der Geizhals,"gibt seiner Frau zu wenig zu essen; versteckt sich, um sie zu überwachen, auf den Rat des Knechtes in den Schornstein, unter ein Polster u. s. w.; wird dabei übel zugerichtet (Gg No. 101).",The miser,III. Schwänke,,Schwänke von Eheparen,1405–1429,Der einfältige Mann und seine Frau,101,,52
1408,1408,1408,,Der Mann will die Arbeiten der Frau ausführen,macht alles verkehrt; lässt die Kuh auf dem Dache weiden (vgl. No. 1210); bindet sich selbst das Ende des Strickes um den Fuss; lässt das Bier auslaufen (vgl. No. 1387); im Schornstein (Gg No. 115).,The man who wants to do his wife's work,III. Schwänke,,Schwänke von Eheparen,1405–1429,Der einfältige Mann und seine Frau,115,,52
1415,1415,1415,,Hans im Glück,"der Mann tauscht sein Pferd gegen eine Kuh um, die Kuh gegen ein Schwein, dieses gegen eine Gans u. s. w., bis ihm zuletzt nichts mehr bleibt; gewinnt die Wette, da seine Frau nicht zornig wird (Grimm No. 83, Gg No. 104).",Hans in Luck,III. Schwänke,,Schwänke von Eheparen,1405–1429,Der einfältige Mann und seine Frau,104,"83, Gg No",52
1430,1430,1430,,Der Mann und die Frau malen sich ihr Glück aus,"wollen für ihren Honig eine Gans u. a. kaufen; der Schluss verschieden: geraten bei ihren Zukunftsplänen in Streit, prügeln den Sohn u. dergl. (Grimm No. 164, 168).",The man and his wife picture their fortune,III. Schwänke,,Schwänke von Eheparen,1430–1439,Das einfältige Ehepar,,"164, 168",52
1440,1440,1440,,,"Der Pächter hat seine Tochter gegen ihren Willen dem Gutsherrn versprochen; der Herr lässt „das, was ihm versprochen wurde“, abholen; die Tochter gibt das Pferd her, das in das Zimmer des Herrn geführt wird.",,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,,,,,52
1450,1450,1450,,Die kluge Else,"das Mädchen soll aus dem Keller Bier für den Bräutigam holen; versinkt in Gedanken, wie später ihr erstes Kind heissen solle; ebenso der Vater und die Mutter des Mädchens; der Bräutigam nimmt Reissaus (vgl. No. 1384, 1387) (Grimm No. 34, Gg No. 125).",Clever Else,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,1450–1474,Die Brautschau,125,"34, Gg No",52
1451,1451,1451,,Die Schlickerlinge,"das fleissige Mädchen verfertigt sich ein Kleid aus dem Flachs, den die faule Braut auf den Boden geworfen hat; der junge Mann wählt das fleissige Mädchen (Grimm No. 156).",The flax scraps,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,1450–1474,Die Brautschau,,156,53
1452,1452,1452,,Welche von drei Schwestern soll der Jüngling wählen,die den Käse am besten anschneidet (Grimm No. 155).,Which of three sisters shall the youth choose,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,1450–1474,Die Brautschau,,155,53
1453,1453,1453,,Die faule Braut,der Bräutigam versteckt den Schlüssel im Flachsüberzug; die Faulheit kommt dadurch an den Tag (Grimm No. 155 Anm.).,The lazy bride,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,1450–1474,Die Brautschau,,155 Anm,53
1454,1454,1454,,Die geizige Braut,der Bräutigam zu Besuch; die Grütze.,The greedy bride,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,1450–1474,Die Brautschau,,,53
1455,1455,1455,,Die hartherzige Braut,der Schwiegervater als Bettler verkleidet.,The hard-hearted bride,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,1450–1474,Die Brautschau,,,53
1456,1456,1456,,Die blinde Braut,das Suchen nach der Nadel; das Mädchen hält die Schüssel für eine Katze; die Blindheit wird so bemerkt.,The blind bride,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,1450–1474,Die Brautschau,,,53
1457,1457,1457,,Die lispelnden Mädchen,die Verlobten zu Besuch; der Sprachfehler tritt zu Tage.,The lisping maidens,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,1450–1474,Die Brautschau,,,53
1475,1475,1475,,,"In der Kirche wird eine Verordnung verlesen, wonach die jungen Leute nicht mehr Mädchen aus anderen Kirchspielen heiraten dürfen.",,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,1475–1499,Von alten Jungfern,,,53
1476,1476,1476,,,"Die alte Jungfer betet in der Kirche, sie möge einen Mann bekommen; der Rat des vermeintlichen Gottes (des Kirchendieners); sie soll sich den Fuss auf den Nacken heben.",,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,1475–1499,Von alten Jungfern,,,53
1477,1477,1477,,,"Der Wolf raubt die alte Jungfer, sie hält ihn für einen Bräutigam.",,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,1475–1499,Von alten Jungfern,,,53
1478,1478,1478,,,Das Essen von Bohnen; einer von den drei Zähnen bricht ab.,,III. Schwänke,,Schwänke mit einer Frau (Mädchen) als Hauptperson,1475–1499,Von alten Jungfern,,,53
1525,1525,1525,,Meisterdieb,,The master thief,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,54
1525 A,1525,1525,A,,"Hund, Pferd, Bettuch oder Ring, zuletzt der Pfarrer (im Sack zum Himmel) (vgl. No. 1737) u. a. gestohlen (Grimm No. 192, Gg 110 A).",,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,"192, Gg 110 A",54
1525 B,1525,1525,B,,"Das Pferd (u. a.) gestohlen, der Mann stellt sich, als ob er zeigen wolle, wie man das Pferd stehlen kann; führt es dann wirklich weg.",,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,54
1525 C,1525,1525,C,,Die Reisenden betrachten den an der Landstrasse Angelnden: die Gefährten des letzteren plündern die Frachtwagen.,,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,54
1525 D,1525,1525,D,Der Mann betrügt die Diebe,"der Ochse (Bock) gestohlen (der M. lässt einen Schuh, dann den andern liegen); die Kleider gestohlen (er verleitet den Mann zum Baden); schlägt auf den von ihm getöteten Ochsen, ruft: „jene anderen taten es“; die Diebe flüchten mit Zurücklassung ihrer Schätze.",The man cheats the thieves,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,54
1525 E,1525,1525,E,Die Diebe und ihr Schüler,sie bestehlen einander abwechselnd; der Schüler bleibt hierbei zuletzt Sieger (Gg No. 111).,The thieves and their pupil,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,111,,54
1525 F,1525,1525,F,,"Der Junge stiehlt zwei Pfarrern ihre Pferde, den Frauen der Pfarrer das Geld; als Totengräber; im Sack in den Fluss (vgl. No. 1535) u. s. w.",,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,54
1526,1526,1526,,Der alte Bettler und die Räuber,die Räuber stecken einen alten Bettler in feine Kleider; führen ihn vor das Haus des Krämers; lassen sich auf die Rechnung des feinen Herrn eine Menge von Waren geben; verschwinden mit den Waren und lassen den Alten zurück.,The old beggar and the robbers,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,54
1527,1527,1527,,Die Räuber werden betrogen,der Knecht in Teer und Federn; lässt sich von seinem früheren Herrn in den Hof der Räuber fahren; sie entfliehen und lassen ihre Schätze zurück.,The robbers are deceived,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,54
1535,1535,1535,,Der reiche und der arme Bauer,"der Reiche tötet das Pferd des Armen; die weissagende Pferdehaut verrät, wo eine Bäuerin die ihrem Liebhaber zugedachten Leckerbissen aufbewahrt hat; der Reiche schlägt sein Pferd, seine Frau tot; der Arme lockt einen Hirten statt seiner in den Sack, in dem er ertränkt werden soll; verleitet den Reichen dazu, sich ins Wasser zu stürzen (vgl. No. 1525 F) (Grimm No. 61, Gg No. 99, 112).",The rich and the poor peasant,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,"99, 112","61, Gg No",54
1536,1536,1536,,Die Frau in der Kiste,"der Knecht steht im Verdacht, zu stehlen; ein Weib legt sich in die Kiste, um zu spionieren; der Knecht tötet sie; auf Bitten des reichen Mannes (Pfarrers) übernimmt er es, sie zu begraben; bringt die Leiche in den Kornspeicher, den Stall, in den Koffer des reisenden Kaufmanns; setzt sie auf ein Pferd (vgl. No. 1537) (Gg No. 110 B).",The woman in the chest,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,110 B,,55
1537,1537,1537,,Die fünfmal getötete Leiche,"die Leiche auf dem Pferde, im Schlitten, im Bot u. s. w. (vgl. No. 1536).",The corpse killed five times,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,55
1538,1538,1538,,,"Der Jüngling wird beim Verkauf seines Ochsen betrogen; rächt sich: als Baumeister und als Arzt beim Käufer, prügelt diesen durch; bringt es dahin, dass der Müller an seiner Stelle gehängt wird.",,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,55
1539,1539,1539,,List und Leichtgläubigkeit,"die Kuh als Ziege verkauft; der Hut: „alles bezahlt“; der Stock, der Tote auferweckt; das Lehren von Sprachen oder der von selbst kochende Topf; das Geld hervorbringende Pferd; der Knabe lässt sich lebend begraben, sticht aus der Erde mit dem Messer (Gg No. 108).",Cunning and gullibility,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,108,,55
1540,1540,1540,,Der Schüler aus dem Paradiese (Paris),"die Frau gibt für ihren verstorbenen Mann Geld, Kleider u. dergl. ins Paradies mit; das Pferd wird gestohlen (Grimm No. 104, Gg No. 107).",The student from Paradise (Paris),III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,107,"104, Gg No",55
1541,1541,1541,,Für den langen Winter,"das einfältige Mädchen gibt die Wurst dem Manne, der „der lange Winter“ zu sein behauptet (Gg No. 107).",For the long winter,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,107,,55
1560,1560,1560,,"Scheinbar essen, scheinbar arbeiten","bei der Mahlzeit sagt der Bauer: „wir wollen nur so tun, als ob wir ässen“; bei der Arbeit dann der Knecht: „wir wollen nur so tun, als ob wir arbeiteten“.","Sham eating, sham working",III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,55
1561,1561,1561,,"Der Knecht isst hintereinander Frühstück, Mittag- und Abendessen",legt sich dann schlafen.,"The farmhand eats breakfast, dinner, and supper one after the other",III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,56
1562,1562,1562,,"„Bedenke dich dreimal, ehe du sprichst“",der Rock des Dienstherrn brennt.,"""Think three times before you speak""",III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,56
1563,1563,1563,,Beide,"? fragt der Knecht, der zwei Gegenstände holen soll; er vergewaltigt die beiden Töchter des Herrn (Teufels).","""Both""",III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,56
1585,1585,1585,,Patelin ruft Bäh,"der Mann verkauft seinen Ochsen an mehrere; stellt sich auf den Rat des Richters (Advokaten) vor Gericht blödsinnig; ebenso auch dem Richter (Advokaten) gegenüber, als dieser seine Bezahlung haben will.",Pathelin cries baa,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,56
1586,1586,1586,,Der Mann vor Gericht wegen Tötung einer Fliege,tötet die Fliege auf der Nase des Richters.,The man in court for killing a fly,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,56
1600,1600,1600,,Der Dummkopf als Mörder,die Brüder legen einen Ziegenbock an Stelle der Leiche und retten so ihren Bruder.,The fool as murderer,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,56
1605,1605,1605,,Der Steuernbefreier,der Hengst; die Stute des Amtmanns.,The tax-reliever,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,56
1610,1610,1610,,Geschenk und Schläge teilen,"der Knabe (Bauer) verspricht dem Soldaten, was der König ihm zu geben versprochen; der Soldat erhält für den Knaben die Prügel (Grimm No. 7).",Sharing the gift and the blows,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,7,56
1611,1611,1611,,Das Wettklettern auf den Mast,der Knabe fällt vom Mast und bleibt im Takelwerk hängen: „mach du es ebenso“.,The climbing contest up the mast,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,56
1612,1612,1612,,Wettschwimmen,der Schwimmer schnallt sich einen Proviantsack auf den Rücken; sein Rivale tritt erschrocken zurück.,The swimming contest,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,56
1613,1613,1613,,,„Die Spielkarten sind mein Kalender und Gebetbuch“.,,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1525–1639,Der schlaue Mann,,,56
1640,1640,1640,,Der tapfere Schneider,"sieben auf einen Schlag; schlägt die Feinde in die Flucht (den Strassenpfahl im Arm); tötet das Wildschwein u. a. Streiche (auch zu den Märchen vom dummen Teufel und dem schlauen Menschen gehörende Einzelheiten, vgl. II D) (Grimm No. 20, Gg No. 94).",The brave tailor,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1640–1674,Glück durch Zufall,94,"20, Gg No",57
1641,1641,1641,,Doktor Allwissend,"das gestohlene Pferd; das gestohlene Geld („da ist der eine“); die verdeckte Schlüssel („ach, ich armer Krebs“); (oft verbunden mit der Gesch. von der durchgesägten Kanzel, vgl. No. 1825 C) (Grimm No. 98, Gg No. 114).",Doctor Know-All,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1640–1674,Glück durch Zufall,114,"98, Gg No",57
1642,1642,1642,,Der gute Handel,der Dummkopf wirft das Geld den Fröschen hin; verkauft die Butter dem Strassenpfahl und das Fleisch dem Hunde u. s. w.; bringt die Königstochter zum Lachen (Grimm No. 7).,The good bargain,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1640–1674,Glück durch Zufall,,7,57
1650,1650,1650,,Die drei Glückskinder,"der älteste Bruder erbt einen Hahn, der mittlere eine Sense (vgl. No. 1202) und der jüngste eine Katze (vgl. No. 1651); sie kommen alle in Länder, in denen die Gegenstände und Tiere unbekannt sind; verkaufen sie teuer und werden reich (Grimm No. 70); – oder die Brüder erben einen Mühlstein (den der älteste Bruder unter die ihre Schätze zählenden Räuber fallen lässt, vgl. No. 1653), ein Musikinstrument (die Wölfe „des Königs“ sammeln sich in der Scheune, vgl. No. 1652), und eine Haspel (Drohung, den See zusammenzuziehen, vgl. No. 1045) oder dergl.",The three lucky children,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1640–1674,Glück durch Zufall,,70,57
1651,1651,1651,,Whittingtons Katze,"in einem Lande, wo man die Katzen nicht kennt, teuer verkauft (vgl. No. 1281, 1650).",Whittington's cat,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1640–1674,Glück durch Zufall,,,57
1652,1652,1652,,Die Wölfe in der Scheune,"der Jüngling spielt ihnen auf und bringt sie zum Tanzen; erhält viel Geld von dem Manne, der sie herausgelassen hat (vgl. No. 1650).",The wolves in the barn,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1640–1674,Glück durch Zufall,,,57
1653,1653,1653,,"Die Räuber unter dem Baume (vgl. No. 1650, 1875) (Grimm No. 59, Gg No. 105)","align=""right"" valign=""top"" |",The robbers under the tree,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1640–1674,Glück durch Zufall,105,"59, Gg No",57
